Date,POONDI,CHOLAVARAM,REDHILLS,CHEMBARAMBAKKAM
2007-10-15,1963.0,180.0,2037.0,1889.0
2007-10-16,1926.0,182.0,2045.0,1900.0
2007-10-17,2501.0,606.0,2469.0,2678.0
2007-10-18,1867.0,186.0,2052.0,1920.0
2007-10-19,1836.0,188.0,2047.0,1935.0
2007-10-20,1802.0,190.0,2042.0,1962.0
2007-10-21,1767.0,192.0,2037.0,1994.0
2007-10-22,1739.0,194.0,2032.0,2025.0
2007-10-23,1728.0,196.0,2032.0,2048.0
2007-10-24,1763.0,202.0,2049.0,2080.0
2007-10-25,1791.0,207.0,2049.0,2113.0
2007-10-26,1821.0,209.0,2049.0,2135.0
2007-10-27,1845.0,212.0,2054.0,2180.0
2007-10-28,1882.0,216.0,2078.0,2225.0
2007-10-29,2082.0,232.0,2289.0,2542.0
2007-10-30,2298.0,342.0,2388.0,2690.0
2007-10-31,2398.0,387.0,2412.0,2715.0
2007-11-01,2429.0,431.0,2415.0,2728.0
2007-11-02,2464.0,462.0,2407.0,2728.0
2007-11-03,2507.0,478.0,2421.0,2728.0
2007-11-04,2521.0,496.0,2412.0,2741.0
2007-11-05,2542.0,529.0,2485.0,2753.0
2007-11-06,2559.0,548.0,2501.0,2760.0
2007-11-07,2574.0,562.0,2507.0,2760.0
2007-11-08,2568.0,574.0,2495.0,2753.0
2007-11-09,2550.0,584.0,2497.0,2747.0
2007-11-10,2536.0,594.0,2507.0,2741.0
2007-11-11,2524.0,597.0,2515.0,2735.0
2007-11-12,2521.0,600.0,2517.0,2728.0
2007-11-13,2518.0,602.0,2511.0,2721.0
2007-11-14,2518.0,603.0,2503.0,2715.0
2007-11-15,2512.0,604.0,2495.0,2703.0
2007-11-16,2509.0,605.0,2483.0,2690.0
2007-11-17,2501.0,606.0,2469.0,2678.0
2007-11-18,2495.0,607.0,2457.0,2665.0
2007-11-19,2492.0,608.0,2444.0,2665.0
2007-11-20,2515.0,611.0,2465.0,2653.0
2007-11-21,2559.0,628.0,2511.0,2715.0
2007-11-22,2574.0,636.0,2522.0,2728.0
2007-11-23,2580.0,644.0,2524.0,2722.0
2007-11-24,2583.0,651.0,2517.0,2715.0
2007-11-25,2583.0,653.0,2507.0,2709.0
2007-11-26,2580.0,655.0,2495.0,2703.0
2007-11-27,2580.0,656.0,2483.0,2696.0
2007-11-28,2577.0,657.0,2471.0,2690.0
2007-11-29,2574.0,658.0,2461.0,2683.0
2007-11-30,2571.0,659.0,2451.0,2678.0
2007-12-01,2568.0,660.0,2440.0,2671.0
2007-12-02,2565.0,661.0,2430.0,2665.0
2007-12-03,2562.0,662.0,2422.0,2658.0
2007-12-04,2568.0,663.0,2430.0,2653.0
2007-12-05,2565.0,664.0,2422.0,2646.0
2007-12-06,2568.0,665.0,2426.0,2640.0
2007-12-07,2580.0,666.0,2430.0,2640.0
2007-12-08,2592.0,667.0,2434.0,2633.0
2007-12-09,2595.0,668.0,2430.0,2628.0
2007-12-10,2598.0,669.0,2422.0,2621.0
2007-12-11,2598.0,670.0,2412.0,2616.0
2007-12-12,2598.0,671.0,2401.0,2609.0
2007-12-13,2598.0,672.0,2392.0,2603.0
2007-12-14,2595.0,673.0,2382.0,2596.0
2007-12-15,2592.0,674.0,2371.0,2590.0
2007-12-16,2589.0,675.0,2359.0,2583.0
2007-12-17,2586.0,676.0,2348.0,2577.0
2007-12-18,2595.0,677.0,2351.0,2585.0
2007-12-19,2703.0,694.0,2475.0,2690.0
2007-12-20,2975.0,821.0,2782.0,3021.0
2007-12-21,3085.0,881.0,2920.0,3159.0
2007-12-22,3131.0,881.0,2966.0,3120.0
2007-12-23,3231.0,867.0,3072.0,3120.0
2007-12-24,3231.0,867.0,3072.0,3120.0
2007-12-25,3231.0,840.0,3128.0,3120.0
2007-12-26,3134.0,840.0,3166.0,3120.0
2007-12-27,3118.0,856.0,3192.0,3120.0
2007-12-28,3104.0,875.0,3206.0,3120.0
2007-12-29,3101.0,881.0,3219.0,3120.0
2007-12-30,3101.0,881.0,3211.0,3120.0
2007-12-31,3101.0,881.0,3200.0,3120.0
2008-01-01,3101.0,881.0,3187.0,3120.0
2008-01-02,3098.0,880.0,3174.0,3120.0
2008-01-03,3095.0,878.0,3160.0,3114.0
2008-01-04,3093.0,881.0,3182.0,3107.0
2008-01-05,3131.0,881.0,3284.0,3120.0
2008-01-06,3146.0,881.0,3300.0,3120.0
2008-01-07,3231.0,881.0,3300.0,3120.0
2008-01-08,3231.0,881.0,3300.0,3120.0
2008-01-09,3231.0,881.0,3289.0,3114.0
2008-01-10,3231.0,881.0,3281.0,3107.0
2008-01-11,3231.0,881.0,3273.0,3100.0
2008-01-12,3231.0,881.0,3265.0,3093.0
2008-01-13,3146.0,881.0,3254.0,3086.0
2008-01-14,3146.0,881.0,3246.0,3080.0
2008-01-15,3146.0,881.0,3233.0,3073.0
2008-01-16,3142.0,881.0,3227.0,3067.0
2008-01-17,3142.0,881.0,3214.0,3060.0
2008-01-18,3138.0,881.0,3203.0,3053.0
2008-01-19,3134.0,881.0,3190.0,3046.0
2008-01-20,3128.0,881.0,3176.0,3040.0
2008-01-21,3124.0,881.0,3163.0,3033.0
2008-01-22,3121.0,881.0,3150.0,3027.0
2008-01-23,3118.0,881.0,3136.0,3020.0
2008-01-24,3114.0,880.0,3123.0,3013.0
2008-01-25,3108.0,878.0,3110.0,3006.0
2008-01-26,3101.0,877.0,3096.0,2999.0
2008-01-27,3095.0,875.0,3082.0,2992.0
2008-01-28,3090.0,874.0,3070.0,2986.0
2008-01-29,3085.0,872.0,3058.0,2979.0
2008-01-30,3077.0,871.0,3046.0,2973.0
2008-01-31,3069.0,869.0,3034.0,2966.0
2008-02-01,3061.0,867.0,3022.0,2960.0
2008-02-02,3054.0,865.0,3010.0,2953.0
2008-02-03,3048.0,862.0,2998.0,2947.0
2008-02-04,3041.0,859.0,2986.0,2940.0
2008-02-05,3035.0,856.0,2974.0,2934.0
2008-02-06,3031.0,853.0,2962.0,2927.0
2008-02-07,3025.0,851.0,2950.0,2921.0
2008-02-08,3018.0,849.0,2938.0,2914.0
2008-02-09,3015.0,847.0,2926.0,2908.0
2008-02-10,3012.0,845.0,2914.0,2921.0
2008-02-11,3009.0,842.0,2902.0,2921.0
2008-02-12,3005.0,839.0,2890.0,2914.0
2008-02-13,3002.0,836.0,2878.0,2908.0
2008-02-14,2999.0,833.0,2866.0,2901.0
2008-02-15,2995.0,830.0,2854.0,2895.0
2008-02-16,2995.0,830.0,2854.0,2895.0
2008-02-17,2982.0,825.0,2831.0,2882.0
2008-02-18,2979.0,822.0,2819.0,2874.0
2008-02-19,2973.0,819.0,2807.0,2867.0
2008-02-20,2966.0,816.0,2794.0,2861.0
2008-02-21,2960.0,813.0,2780.0,2855.0
2008-02-22,2953.0,810.0,2767.0,2848.0
2008-02-23,2944.0,807.0,2755.0,2842.0
2008-02-24,2934.0,804.0,2743.0,2836.0
2008-02-25,2924.0,800.0,2730.0,2830.0
2008-02-26,2915.0,797.0,2718.0,2823.0
2008-02-27,2886.0,794.0,2705.0,2817.0
2008-02-28,2851.0,791.0,2720.0,2810.0
2008-02-29,2826.0,788.0,2726.0,2802.0
2008-03-01,2801.0,785.0,2732.0,2793.0
2008-03-02,2776.0,782.0,2738.0,2782.0
2008-03-03,2752.0,779.0,2743.0,2771.0
2008-03-04,2727.0,776.0,2749.0,2760.0
2008-03-05,2703.0,773.0,2755.0,2747.0
2008-03-06,2678.0,770.0,2761.0,2734.0
2008-03-07,2654.0,767.0,2767.0,2721.0
2008-03-08,2627.0,764.0,2773.0,2708.0
2008-03-09,2603.0,761.0,2779.0,2695.0
2008-03-10,2577.0,758.0,2784.0,2681.0
2008-03-11,2550.0,755.0,2790.0,2668.0
2008-03-12,2533.0,752.0,2796.0,2654.0
2008-03-13,2527.0,749.0,2803.0,2640.0
2008-03-14,2518.0,753.0,2819.0,2627.0
2008-03-15,2504.0,758.0,2839.0,2615.0
2008-03-16,2487.0,758.0,2851.0,2603.0
2008-03-17,2464.0,758.0,2868.0,2591.0
2008-03-18,2441.0,758.0,2884.0,2579.0
2008-03-19,2415.0,758.0,2898.0,2567.0
2008-03-20,2393.0,758.0,2912.0,2555.0
2008-03-21,2452.0,758.0,2930.0,2545.0
2008-03-22,2481.0,764.0,3002.0,2545.0
2008-03-23,2484.0,769.0,3010.0,2538.0
2008-03-24,2484.0,769.0,3002.0,2528.0
2008-03-25,2481.0,769.0,2992.0,2518.0
2008-03-26,2501.0,768.0,2982.0,2506.0
2008-03-27,2501.0,767.0,2970.0,2496.0
2008-03-28,2501.0,766.0,2958.0,2481.0
2008-03-29,2498.0,764.0,2946.0,2469.0
2008-03-30,2495.0,761.0,2934.0,2457.0
2008-03-31,2492.0,759.0,2922.0,2445.0
2008-04-01,2487.0,756.0,2910.0,2434.0
2008-04-02,2484.0,754.0,2898.0,2424.0
2008-04-03,2478.0,752.0,2886.0,2415.0
2008-04-04,2475.0,750.0,2874.0,2405.0
2008-04-05,2469.0,748.0,2862.0,2394.0
2008-04-06,2464.0,746.0,2850.0,2382.0
2008-04-07,2458.0,744.0,2839.0,2371.0
2008-04-08,2449.0,742.0,2827.0,2360.0
2008-04-09,2441.0,740.0,2815.0,2349.0
2008-04-10,2432.0,738.0,2803.0,2338.0
2008-04-11,2424.0,736.0,2788.0,2325.0
2008-04-12,2415.0,733.0,2774.0,2314.0
2008-04-13,2407.0,730.0,2759.0,2302.0
2008-04-14,2398.0,727.0,2745.0,2291.0
2008-04-15,2393.0,724.0,2730.0,2280.0
2008-04-16,2384.0,721.0,2715.0,2268.0
2008-04-17,2376.0,718.0,2701.0,2256.0
2008-04-18,2367.0,715.0,2686.0,2245.0
2008-04-19,2359.0,712.0,2671.0,2233.0
2008-04-20,2351.0,709.0,2657.0,2222.0
2008-04-21,2342.0,706.0,2642.0,2211.0
2008-04-22,2337.0,703.0,2628.0,2200.0
2008-04-23,2331.0,700.0,2613.0,2189.0
2008-04-24,2326.0,697.0,2599.0,2178.0
2008-04-25,2320.0,694.0,2584.0,2166.0
2008-04-26,2312.0,691.0,2569.0,2155.0
2008-04-27,2304.0,688.0,2554.0,2144.0
2008-04-28,2295.0,685.0,2538.0,2132.0
2008-04-29,2287.0,682.0,2520.0,2121.0
2008-04-30,2279.0,679.0,2505.0,2110.0
2008-05-01,2257.0,676.0,2489.0,2099.0
2008-05-02,2219.0,673.0,2501.0,2088.0
2008-05-03,2182.0,670.0,2515.0,2077.0
2008-05-04,2145.0,667.0,2528.0,2066.0
2008-05-05,2111.0,664.0,2542.0,2056.0
2008-05-06,2072.0,661.0,2557.0,2045.0
2008-05-07,2036.0,658.0,2571.0,2034.0
2008-05-08,2000.0,655.0,2587.0,2023.0
2008-05-09,1962.0,652.0,2601.0,2010.0
2008-05-10,1926.0,649.0,2616.0,1998.0
2008-05-11,1908.0,646.0,2630.0,1985.0
2008-05-12,1872.0,643.0,2644.0,1973.0
2008-05-13,1821.0,640.0,2657.0,1964.0
2008-05-14,1769.0,637.0,2667.0,1964.0
2008-05-15,1716.0,634.0,2680.0,1969.0
2008-05-16,1662.0,631.0,2690.0,1969.0
2008-05-17,1608.0,628.0,2701.0,1971.0
2008-05-18,1557.0,625.0,2711.0,1975.0
2008-05-19,1504.0,622.0,2722.0,1979.0
2008-05-20,1452.0,619.0,2732.0,1983.0
2008-05-21,1400.0,616.0,2743.0,1987.0
2008-05-22,1420.0,613.0,2755.0,1991.0
2008-05-23,1377.0,610.0,2765.0,1996.0
2008-05-24,1325.0,607.0,2775.0,2000.0
2008-05-25,1273.0,604.0,2786.0,2004.0
2008-05-26,1221.0,601.0,2794.0,2008.0
2008-05-27,1168.0,598.0,2805.0,2012.0
2008-05-28,1115.0,595.0,2815.0,2017.0
2008-05-29,1063.0,592.0,2825.0,2021.0
2008-05-30,1011.0,589.0,2835.0,2025.0
2008-05-31,958.0,586.0,2845.0,2030.0
2008-06-01,945.0,583.0,2854.0,2034.0
2008-06-02,927.0,580.0,2839.0,2038.0
2008-06-03,909.0,577.0,2823.0,2042.0
2008-06-04,891.0,574.0,2808.0,2047.0
2008-06-05,873.0,571.0,2794.0,2052.0
2008-06-06,853.0,568.0,2778.0,2056.0
2008-06-07,832.0,565.0,2761.0,2060.0
2008-06-08,812.0,562.0,2745.0,2065.0
2008-06-09,801.0,559.0,2728.0,2069.0
2008-06-10,800.0,556.0,2711.0,2069.0
2008-06-11,797.0,553.0,2692.0,2062.0
2008-06-12,794.0,550.0,2674.0,2062.0
2008-06-13,790.0,547.0,2657.0,2056.0
2008-06-14,786.0,544.0,2644.0,2049.0
2008-06-15,782.0,541.0,2626.0,2042.0
2008-06-16,776.0,538.0,2609.0,2034.0
2008-06-17,771.0,535.0,2591.0,2026.0
2008-06-18,766.0,532.0,2573.0,2018.0
2008-06-19,760.0,529.0,2555.0,2009.0
2008-06-20,755.0,526.0,2536.0,2000.0
2008-06-21,749.0,523.0,2517.0,1992.0
2008-06-22,763.0,525.0,2567.0,2036.0
2008-06-23,763.0,525.0,2552.0,2030.0
2008-06-24,757.0,523.0,2532.0,2023.0
2008-06-25,752.0,520.0,2515.0,2016.0
2008-06-26,747.0,518.0,2497.0,2008.0
2008-06-27,741.0,517.0,2481.0,2000.0
2008-06-28,736.0,516.0,2465.0,1994.0
2008-06-29,738.0,516.0,2450.0,1987.0
2008-06-30,738.0,515.0,2436.0,1979.0
2008-07-01,736.0,514.0,2421.0,1971.0
2008-07-02,736.0,513.0,2407.0,1962.0
2008-07-03,732.0,512.0,2392.0,1954.0
2008-07-04,729.0,511.0,2377.0,1947.0
2008-07-05,725.0,510.0,2361.0,1939.0
2008-07-06,721.0,508.0,2346.0,1932.0
2008-07-07,715.0,507.0,2331.0,1924.0
2008-07-08,711.0,506.0,2315.0,1916.0
2008-07-09,706.0,504.0,2300.0,1908.0
2008-07-10,715.0,503.0,2287.0,1901.0
2008-07-11,711.0,502.0,2272.0,1893.0
2008-07-12,705.0,500.0,2257.0,1885.0
2008-07-13,699.0,498.0,2241.0,1877.0
2008-07-14,693.0,495.0,2225.0,1869.0
2008-07-15,687.0,492.0,2209.0,1861.0
2008-07-16,682.0,489.0,2193.0,1852.0
2008-07-17,677.0,486.0,2178.0,1843.0
2008-07-18,673.0,471.0,2173.0,1835.0
2008-07-19,681.0,458.0,2171.0,1827.0
2008-07-20,677.0,445.0,2169.0,1819.0
2008-07-21,673.0,432.0,2166.0,1811.0
2008-07-22,668.0,419.0,2164.0,1803.0
2008-07-23,662.0,406.0,2162.0,1795.0
2008-07-24,657.0,393.0,2160.0,1788.0
2008-07-25,653.0,380.0,2157.0,1780.0
2008-07-26,648.0,367.0,2155.0,1772.0
2008-07-27,644.0,354.0,2153.0,1764.0
2008-07-28,641.0,341.0,2150.0,1764.0
2008-07-29,645.0,328.0,2150.0,1758.0
2008-07-30,645.0,315.0,2148.0,1750.0
2008-07-31,643.0,302.0,2146.0,1742.0
2008-08-01,639.0,289.0,2143.0,1734.0
2008-08-02,633.0,276.0,2141.0,1726.0
2008-08-03,628.0,263.0,2139.0,1718.0
2008-08-04,624.0,250.0,2138.0,1711.0
2008-08-05,622.0,237.0,2136.0,1703.0
2008-08-06,619.0,224.0,2134.0,1695.0
2008-08-07,617.0,211.0,2132.0,1687.0
2008-08-08,614.0,198.0,2129.0,1678.0
2008-08-09,614.0,185.0,2127.0,1678.0
2008-08-10,613.0,183.0,2113.0,1669.0
2008-08-11,611.0,181.0,2097.0,1660.0
2008-08-12,609.0,179.0,2082.0,1650.0
2008-08-13,604.0,178.0,2066.0,1640.0
2008-08-14,598.0,177.0,2051.0,1631.0
2008-08-15,592.0,176.0,2035.0,1621.0
2008-08-16,586.0,175.0,2020.0,1611.0
2008-08-17,580.0,174.0,2006.0,1602.0
2008-08-18,578.0,173.0,1992.0,1602.0
2008-08-19,574.0,172.0,1977.0,1593.0
2008-08-20,584.0,174.0,2009.0,1593.0
2008-08-21,584.0,182.0,2009.0,1584.0
2008-08-22,582.0,191.0,2009.0,1575.0
2008-08-23,578.0,193.0,1996.0,1566.0
2008-08-24,573.0,197.0,1980.0,1557.0
2008-08-25,568.0,197.0,1965.0,1548.0
2008-08-26,563.0,197.0,1950.0,1539.0
2008-08-27,558.0,197.0,1935.0,1529.0
2008-08-28,553.0,197.0,1920.0,1520.0
2008-08-29,548.0,197.0,1904.0,1511.0
2008-08-30,543.0,197.0,1889.0,1502.0
2008-08-31,539.0,197.0,1875.0,1493.0
2008-09-01,540.0,184.0,1873.0,1484.0
2008-09-02,539.0,172.0,1871.0,1475.0
2008-09-03,536.0,161.0,1866.0,1466.0
2008-09-04,533.0,148.0,1863.0,1457.0
2008-09-05,531.0,135.0,1860.0,1448.0
2008-09-06,526.0,122.0,1858.0,1439.0
2008-09-07,523.0,114.0,1850.0,1430.0
2008-09-08,519.0,106.0,1841.0,1430.0
2008-09-09,515.0,99.0,1833.0,1422.0
2008-09-10,513.0,92.0,1825.0,1412.0
2008-09-11,510.0,85.0,1818.0,1403.0
2008-09-12,505.0,81.0,1807.0,1395.0
2008-09-13,502.0,79.0,1794.0,1386.0
2008-09-14,497.0,78.0,1779.0,1377.0
2008-09-15,502.0,77.0,1764.0,1368.0
2008-09-16,500.0,76.0,1749.0,1359.0
2008-09-17,496.0,76.0,1733.0,1351.0
2008-09-18,491.0,76.0,1717.0,1342.0
2008-09-19,489.0,75.0,1701.0,1334.0
2008-09-20,485.0,75.0,1685.0,1325.0
2008-09-21,493.0,75.0,1669.0,1316.0
2008-09-22,529.0,75.0,1653.0,1308.0
2008-09-23,582.0,75.0,1638.0,1300.0
2008-09-24,632.0,75.0,1622.0,1291.0
2008-09-25,689.0,90.0,1622.0,1291.0
2008-09-26,736.0,95.0,1607.0,1282.0
2008-09-27,783.0,95.0,1591.0,1274.0
2008-09-28,837.0,95.0,1575.0,1266.0
2008-09-29,888.0,95.0,1560.0,1257.0
2008-09-30,941.0,97.0,1544.0,1257.0
2008-10-01,989.0,97.0,1529.0,1249.0
2008-10-02,1033.0,97.0,1514.0,1241.0
2008-10-03,1074.0,97.0,1500.0,1233.0
2008-10-04,1122.0,99.0,1485.0,1224.0
2008-10-05,1177.0,99.0,1470.0,1216.0
2008-10-06,1215.0,99.0,1455.0,1208.0
2008-10-07,1257.0,99.0,1440.0,1200.0
2008-10-08,1292.0,99.0,1425.0,1191.0
2008-10-09,1323.0,99.0,1410.0,1183.0
2008-10-10,1348.0,98.0,1394.0,1175.0
2008-10-11,1381.0,98.0,1378.0,1167.0
2008-10-12,1416.0,98.0,1364.0,1159.0
2008-10-13,1462.0,111.0,1390.0,1175.0
2008-10-14,1508.0,120.0,1380.0,1183.0
2008-10-15,1550.0,121.0,1365.0,1183.0
2008-10-16,1595.0,121.0,1351.0,1183.0
2008-10-17,1633.0,122.0,1351.0,1183.0
2008-10-18,1687.0,124.0,1338.0,1175.0
2008-10-19,1739.0,125.0,1331.0,1183.0
2008-10-20,1810.0,132.0,1349.0,1208.0
2008-10-21,1908.0,180.0,1421.0,1316.0
2008-10-22,1960.0,210.0,1470.0,1402.0
2008-10-23,2018.0,257.0,1540.0,1504.0
2008-10-24,2039.0,279.0,1566.0,1577.0
2008-10-25,2077.0,310.0,1638.0,1691.0
2008-10-26,2090.0,320.0,1661.0,1749.0
2008-10-27,2093.0,324.0,1661.0,1769.0
2008-10-28,2093.0,325.0,1677.0,1788.0
2008-10-29,2095.0,325.0,1685.0,1806.0
2008-10-30,2090.0,325.0,1685.0,1824.0
2008-10-31,2090.0,325.0,1685.0,1838.0
2008-11-01,2100.0,325.0,1685.0,1852.0
2008-11-02,2108.0,325.0,1685.0,1866.0
2008-11-03,2113.0,325.0,1685.0,1883.0
2008-11-04,2116.0,325.0,1685.0,1901.0
2008-11-05,2119.0,325.0,1685.0,1919.0
2008-11-06,2121.0,325.0,1685.0,1938.0
2008-11-07,2119.0,325.0,1685.0,1957.0
2008-11-08,2113.0,325.0,1687.0,1976.0
2008-11-09,2108.0,325.0,1689.0,1995.0
2008-11-10,2124.0,325.0,1689.0,2013.0
2008-11-11,2134.0,325.0,1689.0,2019.0
2008-11-12,2129.0,325.0,1689.0,2019.0
2008-11-13,2124.0,324.0,1689.0,2038.0
2008-11-14,2119.0,324.0,1713.0,2053.0
2008-11-15,2111.0,324.0,1735.0,2069.0
2008-11-16,2137.0,331.0,1797.0,2086.0
2008-11-17,2127.0,333.0,1821.0,2105.0
2008-11-18,2116.0,335.0,1838.0,2121.0
2008-11-19,2095.0,335.0,1850.0,2140.0
2008-11-20,2082.0,335.0,1860.0,2159.0
2008-11-21,2085.0,335.0,1871.0,2178.0
2008-11-22,2116.0,345.0,1909.0,2226.0
2008-11-23,2142.0,360.0,1942.0,2305.0
2008-11-24,2155.0,372.0,1980.0,2365.0
2008-11-25,2163.0,389.0,2001.0,2398.0
2008-11-26,2214.0,398.0,2076.0,2518.0
2008-11-27,2373.0,456.0,2257.0,2941.0
2008-11-28,2898.0,609.0,2561.0,3132.0
2008-11-29,2829.0,765.0,2902.0,3146.0
2008-11-30,2982.0,871.0,2976.0,3126.0
2008-12-01,3018.0,881.0,3022.0,3158.0
2008-12-02,3051.0,881.0,3034.0,3146.0
2008-12-03,3093.0,881.0,3096.0,3146.0
2008-12-04,3231.0,881.0,3090.0,3154.0
2008-12-05,3231.0,881.0,3080.0,3159.0
2008-12-06,3231.0,881.0,3070.0,3159.0
2008-12-07,3231.0,881.0,3060.0,3159.0
2008-12-08,3231.0,881.0,3046.0,3154.0
2008-12-09,3231.0,881.0,3046.0,3127.0
2008-12-10,3231.0,881.0,3064.0,3127.0
2008-12-11,3231.0,881.0,3070.0,3127.0
2008-12-12,3231.0,881.0,3060.0,3125.0
2008-12-13,3231.0,881.0,3060.0,3120.0
2008-12-14,3231.0,881.0,3060.0,3115.0
2008-12-15,3231.0,881.0,3050.0,3110.0
2008-12-16,3231.0,881.0,3040.0,3105.0
2008-12-17,3231.0,881.0,3030.0,3100.0
2008-12-18,3231.0,881.0,3020.0,3095.0
2008-12-19,3231.0,881.0,3012.0,3089.0
2008-12-20,3231.0,881.0,3004.0,3081.0
2008-12-21,3231.0,881.0,2996.0,3073.0
2008-12-22,3231.0,881.0,2988.0,3064.0
2008-12-23,3213.0,881.0,2980.0,3055.0
2008-12-24,3186.0,881.0,2972.0,3048.0
2008-12-25,3159.0,881.0,2964.0,3039.0
2008-12-26,3134.0,881.0,2952.0,3030.0
2008-12-27,3121.0,881.0,2940.0,3021.0
2008-12-28,3108.0,881.0,2928.0,3012.0
2008-12-29,3098.0,880.0,2916.0,3003.0
2008-12-30,3087.0,878.0,2906.0,2995.0
2008-12-31,3073.0,875.0,2896.0,2987.0
2009-01-01,3058.0,872.0,2886.0,2979.0
2009-01-02,3045.0,869.0,2876.0,2972.0
2009-01-03,3031.0,867.0,2866.0,2962.0
2009-01-04,3022.0,862.0,2856.0,2954.0
2009-01-05,3012.0,858.0,2847.0,2946.0
2009-01-06,2999.0,854.0,2837.0,2938.0
2009-01-07,2989.0,850.0,2827.0,2929.0
2009-01-08,2982.0,847.0,2817.0,2921.0
2009-01-09,2979.0,844.0,2807.0,2913.0
2009-01-10,2976.0,841.0,2794.0,2905.0
2009-01-11,2973.0,838.0,2780.0,2895.0
2009-01-12,2963.0,835.0,2767.0,2886.0
2009-01-13,2953.0,832.0,2753.0,2875.0
2009-01-14,2944.0,829.0,2739.0,2865.0
2009-01-15,2934.0,826.0,2724.0,2857.0
2009-01-16,2921.0,824.0,2709.0,2848.0
2009-01-17,2921.0,821.0,2695.0,2839.0
2009-01-18,2924.0,818.0,2682.0,2828.0
2009-01-19,2924.0,815.0,2669.0,2817.0
2009-01-20,2921.0,812.0,2657.0,2804.0
2009-01-21,2918.0,809.0,2644.0,2794.0
2009-01-22,2921.0,806.0,2626.0,2791.0
2009-01-23,2924.0,803.0,2611.0,2785.0
2009-01-24,2931.0,801.0,2599.0,2775.0
2009-01-25,2934.0,798.0,2587.0,2766.0
2009-01-26,2934.0,795.0,2575.0,2753.0
2009-01-27,2944.0,792.0,2563.0,2740.0
2009-01-28,2960.0,789.0,2557.0,2728.0
2009-01-29,2973.0,786.0,2550.0,2716.0
2009-01-30,2992.0,783.0,2542.0,2703.0
2009-01-31,3015.0,780.0,2534.0,2691.0
2009-02-01,3025.0,778.0,2528.0,2679.0
2009-02-02,3038.0,776.0,2520.0,2667.0
2009-02-03,3025.0,774.0,2517.0,2667.0
2009-02-04,3022.0,772.0,2511.0,2669.0
2009-02-05,3015.0,769.0,2507.0,2669.0
2009-02-06,3002.0,767.0,2501.0,2674.0
2009-02-07,2986.0,765.0,2495.0,2682.0
2009-02-08,2963.0,763.0,2491.0,2686.0
2009-02-09,2950.0,761.0,2487.0,2692.0
2009-02-10,2918.0,759.0,2481.0,2696.0
2009-02-11,2902.0,757.0,2475.0,2698.0
2009-02-12,2886.0,755.0,2469.0,2701.0
2009-02-13,2867.0,753.0,2463.0,2704.0
2009-02-14,2854.0,750.0,2455.0,2704.0
2009-02-15,2839.0,747.0,2448.0,2704.0
2009-02-16,2823.0,744.0,2440.0,2707.0
2009-02-17,2804.0,741.0,2432.0,2709.0
2009-02-18,2792.0,738.0,2424.0,2710.0
2009-02-19,2782.0,735.0,2417.0,2712.0
2009-02-20,2770.0,732.0,2409.0,2715.0
2009-02-21,2761.0,729.0,2401.0,2718.0
2009-02-22,2761.0,726.0,2392.0,2721.0
2009-02-23,2761.0,723.0,2384.0,2724.0
2009-02-24,2767.0,720.0,2375.0,2728.0
2009-02-25,2770.0,717.0,2367.0,2732.0
2009-02-26,2776.0,714.0,2359.0,2736.0
2009-02-27,2786.0,711.0,2351.0,2739.0
2009-02-28,2795.0,708.0,2342.0,2742.0
2009-03-01,2798.0,705.0,2335.0,2742.0
2009-03-02,2795.0,702.0,2329.0,2742.0
2009-03-03,2789.0,699.0,2329.0,2742.0
2009-03-04,2798.0,696.0,2329.0,2740.0
2009-03-05,2807.0,693.0,2320.0,2740.0
2009-03-06,2817.0,690.0,2309.0,2748.0
2009-03-07,2823.0,687.0,2298.0,2756.0
2009-03-08,2839.0,684.0,2303.0,2764.0
2009-03-09,2839.0,681.0,2307.0,2771.0
2009-03-10,2842.0,678.0,2311.0,2778.0
2009-03-11,2854.0,672.0,2315.0,2786.0
2009-03-12,2861.0,669.0,2320.0,2791.0
2009-03-13,2870.0,666.0,2324.0,2797.0
2009-03-14,2877.0,663.0,2329.0,2804.0
2009-03-15,2883.0,660.0,2333.0,2812.0
2009-03-16,2883.0,657.0,2337.0,2822.0
2009-03-17,2886.0,654.0,2344.0,2835.0
2009-03-18,2889.0,651.0,2351.0,2848.0
2009-03-19,2892.0,648.0,2357.0,2859.0
2009-03-20,2896.0,646.0,2363.0,2872.0
2009-03-21,2899.0,644.0,2369.0,2884.0
2009-03-22,2902.0,642.0,2375.0,2892.0
2009-03-23,2905.0,640.0,2382.0,2900.0
2009-03-24,2902.0,638.0,2388.0,2908.0
2009-03-25,2902.0,637.0,2394.0,2916.0
2009-03-26,2902.0,635.0,2400.0,2924.0
2009-03-27,2912.0,634.0,2407.0,2929.0
2009-03-28,2915.0,632.0,2407.0,2929.0
2009-03-29,2912.0,630.0,2413.0,2929.0
2009-03-30,2905.0,628.0,2419.0,2929.0
2009-03-31,2899.0,627.0,2426.0,2929.0
2009-04-01,2886.0,625.0,2432.0,2929.0
2009-04-02,2858.0,623.0,2438.0,2929.0
2009-04-03,2810.0,621.0,2444.0,2929.0
2009-04-04,2764.0,619.0,2450.0,2929.0
2009-04-05,2724.0,617.0,2455.0,2929.0
2009-04-06,2690.0,614.0,2461.0,2929.0
2009-04-07,2666.0,611.0,2465.0,2921.0
